개방자치단체코드,관리번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3640000,202636400000800637,대전광역시 동구청,대전광역시 동구 계족로336번길 22-4,대전광역시 동구 성남동 37-41,생활방범,1,,,,,042-251-4175,36.3249,127.436,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:44
3640000,202636400000800624,대전광역시 동구청,대전광역시 동구 가양남로 13,대전광역시 동구 가양동 321-10,어린이보호,2,,,,,042-251-4175,36.3400,127.442,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:44
3640000,202636400000800625,대전광역시 동구청,대전광역시 동구 자양동 94-6,대전광역시 동구 자양동 94-6,어린이보호,2,,,,,042-251-4175,36.3365,127.448,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:44
3640000,202636400000800626,대전광역시 동구청,대전광역시 동구 계족로 184-55,대전광역시 동구 자양동 221-2,어린이보호,2,,,,,042-251-4175,36.3323,127.443,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:44
3640000,202636400000800627,대전광역시 동구청,대전광역시 동구 동대전로110번길 74-49,대전광역시 동구 대동 23-38,생활방범,2,,,,,042-251-4175,36.3305,127.448,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:44
3640000,202636400000800628,대전광역시 동구청,대전광역시 동구 대동로 47,대전광역시 동구 대동 5-242,생활방범,1,,,,,042-251-4175,36.3312,127.449,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:44
3640000,202636400000800629,대전광역시 동구청,대전광역시 동구 대동로 44,대전광역시 동구 대동 8-20,생활방범,1,,,,,042-251-4175,36.3315,127.449,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:44
3640000,202636400000800632,대전광역시 동구청,대전광역시 동구 동서대로110번길 249-2,대전광역시 동구 대동 1-685,생활방범,2,,,,,042-251-4175,36.3304,127.450,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:44
3640000,202636400000800633,대전광역시 동구청,대전광역시 동구 동대전로110번길 176,대전광역시 동구 대동 1-644,생활방범,3,,,,,042-251-4175,36.3314,127.451,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:44
3640000,202636400000800634,대전광역시 동구청,대전광역시 동구 계족로470번길 11,대전광역시 동구 용전동 125-36,생활방범,1,,,,,042-251-4175,36.3536,127.434,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:44
3640000,202636400000800630,대전광역시 동구청,대전광역시 동구 이화로35번길 25,대전광역시 동구 대동 5-63,생활방범,1,,,,,042-251-4175,36.3315,127.449,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:44
3640000,202636400000800631,대전광역시 동구청,대전광역시 동구 백룡로48번길 83-4,대전광역시 동구 대동 1-207,생활방범,2,,,,,042-251-4175,36.3302,127.450,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:44
3640000,202636400000800294,대전광역시 동구청,대전광역시 대동초등5길 3,대전광역시 대동 352-13,생활방범,1,,,,,042-251-4175,36.3258,127.447,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800648,대전광역시 동구청,대전광역시 동구 신흥동 229,대전광역시 동구 신흥동 229,생활방범,2,,,,,042-251-4175,36.3206,127.446,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:45
3640000,202636400000800649,대전광역시 동구청,대전광역시 동구 신흥동 161-393,대전광역시 동구 신흥동 161-393,생활방범,2,,,,,042-251-4175,36.3256,127.443,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:45
3640000,202636400000800650,대전광역시 동구청,대전광역시 동구 대동로20번길 12,대전광역시 동구 대동 357-8,생활방범,2,,,,,042-251-4175,36.3325,127.447,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:45
3640000,202636400000800301,대전광역시 동구청,대전광역시 동구 용운동 510-54,대전광역시 동구 용운동 510-54,생활방범,2,,,,,042-251-4175,36.3267,127.449,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800302,대전광역시 동구청,대전광역시 동구 태전로131번길 28,대전광역시 동구 삼성동 328-32,생활방범,1,,,,,042-251-4175,36.3390,127.420,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800303,대전광역시 동구청,대전광역시 동구 대청호수로 1093,대전광역시 동구 효평동 255,생활방범,1,,,,,042-251-4175,36.4069,127.473,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800304,대전광역시 동구청,대전광역시 동구 산내로386번길 7-4,대전광역시 동구 하소동 737-45,생활방범,2,,,,,042-251-4175,36.2193,127.441,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800305,대전광역시 동구청,대전광역시 동구 성동로 1,대전광역시 동구 자양동 91-50,생활방범,1,,,,,042-251-4175,36.3368,127.451,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800306,대전광역시 동구청,대전광역시 동구 가양로56번길 13,대전광역시 동구 가양동 297-12,생활방범,1,,,,,042-251-4175,36.3415,127.442,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800307,대전광역시 동구청,대전광역시 동구 매봉로 18,대전광역시 동구 가양동 434,생활방범,2,,,,,042-251-4175,36.3463,127.442,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800651,대전광역시 동구청,대전광역시 동구 백룡로6번길 70,대전광역시 동구 대동 400-4,생활방범,1,,,,,042-251-4175,36.3335,127.446,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:45
3640000,202636400000800652,대전광역시 동구청,대전광역시 동구 대동초등1길 35,대전광역시 동구 대동 353-13,생활방범,1,,,,,042-251-4175,36.3252,127.448,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:45
3640000,202636400000800657,대전광역시 동구청,대전광역시 동구 옻밭5길 82,대전광역시 동구 판암동 561-10,생활방범,1,,,,,042-251-4175,36.3211,127.450,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:45
3640000,202636400000800653,대전광역시 동구청,대전광역시 동구 대전천동로 682-2,대전광역시 동구 삼성동 285-20,생활방범,1,,,,,042-251-4175,36.3376,127.426,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:45
3640000,202636400000800654,대전광역시 동구청,대전광역시 동구 태전로 117,대전광역시 동구 삼성동 317-7,생활방범,2,,,,,042-251-4175,36.339,127.423,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:45
3640000,202636400000800655,대전광역시 동구청,대전광역시 동구 대전로 500,대전광역시 동구 천동 64-1,생활방범,2,,,,,042-251-4175,36.3098,127.449,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:45
3640000,202636400000800656,대전광역시 동구청,대전광역시 동구 중심4길 7,대전광역시 동구 판암동 563-1,생활방범,2,,,,,042-251-4175,36.3201,127.450,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:45
3640000,202636400000800286,대전광역시 동구청,대전광역시 동구 성남동 166-122,대전광역시 동구 성남동 166-122,생활방범,1,,,,,042-251-4175,36.3441,127.434,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800289,대전광역시 동구청,대전광역시 동구 태전로 5,대전광역시 동구 중동 63-4,생활방범,1,,,,,042-251-4175,36.3311,127.431,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800287,대전광역시 동구청,대전광역시 동구 동서대로1678번길 14,대전광역시 동구 성남동 496-3,생활방범,2,,,,,042-251-4175,36.3480,127.436,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800288,대전광역시 동구청,대전광역시 동구 홍도로9번길 20-1,대전광역시 동구 홍도동 69-12,생활방범,2,,,,,042-251-4175,36.3467,127.429,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800290,대전광역시 동구청,대전광역시 동구 역전시장길 69,대전광역시 동구 정동 1-19,생활방범,1,,,,,042-251-4175,36.3294,127.434,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800662,대전광역시 동구청,대전광역시 동구 옥천로 521-22,대전광역시 동구 세천동 203-20,생활방범,2,,,,,042-251-4175,36.3365,127.486,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:45
3640000,202636400000800658,대전광역시 동구청,대전광역시 동구 옻밭3길 42,대전광역시 동구 판암동 561-9,생활방범,1,,,,,042-251-4175,36.3208,127.450,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:45
3640000,202636400000800659,대전광역시 동구청,대전광역시 동구 용운로164번길 10,대전광역시 동구 용운동 338-2,생활방범,1,,,,,042-251-4175,36.3274,127.460,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:45
3640000,202636400000800660,대전광역시 동구청,대전광역시 동구 대학로 8-3,대전광역시 동구 용운동 691-1,생활방범,2,,,,,042-251-4175,36.3311,127.454,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:45
3640000,202636400000800661,대전광역시 동구청,대전광역시 동구 주산동 210-13,대전광역시 동구 주산동 210-13,생활방범,2,,,,,042-251-4175,36.3565,127.477,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:45
3640000,202636400000800663,대전광역시 동구청,대전광역시 동구 산내로474번길 232,대전광역시 동구 상소동 342-5,생활방범,1,,,,,042-251-4175,36.2186,127.453,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:45
3640000,202636400000800664,대전광역시 동구청,대전광역시 동구 상소동 623-2,대전광역시 동구 상소동 623-2,생활방범,1,,,,,042-251-4175,36.2258,127.446,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:45
3640000,202636400000800665,대전광역시 동구청,대전광역시 동구 대전로316번길 31-21,대전광역시 동구 대성동 33-1,생활방범,2,,,,,042-251-4175,36.2977,127.461,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:45
3640000,202636400000800666,대전광역시 동구청,대전광역시 동구 백룡로6번길 41,대전광역시 동구 자양동 77-5,생활방범,1,,,,,042-251-4175,36.3344,127.447,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:45
3640000,202636400000800291,대전광역시 동구청,대전광역시 동구 선화로196번길 44,대전광역시 동구 중동 14-4,생활방범,4,,,,,042-251-4175,36.3318,127.429,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800292,대전광역시 동구청,대전광역시 동구 대전로 792,대전광역시 동구 중동 75-3,생활방범,1,,,,,042-251-4175,36.3302,127.433,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800293,대전광역시 동구청,대전광역시 동구 새터2길 22,대전광역시 동구 신흥동 1-1,생활방범,1,,,,,042-251-4175,36.3228,127.443,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800603,대전광역시 동구청,대전광역시 동구 성남로32번길 28-2,대전광역시 동구 성남동 194-246,어린이보호,2,,,,,042-251-4175,36.3442,127.430,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:44
3640000,202636400000800604,대전광역시 동구청,대전광역시 동구 성남로32번길 5,대전광역시 동구 성남동 193-5,어린이보호,2,,,,,042-251-4175,36.3430,127.430,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:44
3640000,202636400000800308,대전광역시 동구청,대전광역시 동구 흥룡로71번길 37,대전광역시 동구 가양동 44-4,생활방범,1,,,,,042-251-4175,36.3522,127.451,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800309,대전광역시 동구청,대전광역시 동구 우암로 340-15,대전광역시 동구 가양동 92-9,생활방범,1,,,,,042-251-4175,36.3492,127.452,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800312,대전광역시 동구청,대전광역시 옻밭3길 118,대전광역시 신흥동 15-6,생활방범,1,,,,,042-251-4175,36.3227,127.446,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800310,대전광역시 동구청,대전광역시 동구 동대전로256번길 158,대전광역시 동구 가양동 149-42,생활방범,1,,,,,042-251-4175,36.3475,127.454,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800311,대전광역시 동구청,대전광역시 동구 소제동 305-799,대전광역시 동구 소제동 305-799,생활방범,1,,,,,042-251-4175,36.3350,127.442,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800313,대전광역시 동구청,대전광역시 동구 계족로517번길 21,대전광역시 동구 용전동 28-3,생활방범,1,,,,,042-251-4175,36.3578,127.431,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800605,대전광역시 동구청,대전광역시 동구 태전로161번길 23,대전광역시 동구 삼성동 350-1,어린이보호,2,,,,,042-251-4175,36.3417,127.418,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:44
3640000,202636400000800606,대전광역시 동구청,대전광역시 동구 동서대로 1522,대전광역시 동구 삼성동 477,어린이보호,2,,,,,042-251-4175,36.3409,127.422,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:44
3640000,202636400000800607,대전광역시 동구청,대전광역시 동구 동서대로1520번길 66,대전광역시 동구 삼성동 310-1,어린이보호,2,,,,,042-251-4175,36.3390,127.424,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:44
3640000,202636400000800608,대전광역시 동구청,대전광역시 동구 대전로867번길 27,대전광역시 동구 삼성동 269-1,어린이보호,2,,,,,042-251-4175,36.3360,127.429,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:44
3640000,202636400000800610,대전광역시 동구청,대전광역시 동구 대동초등5길 25,대전광역시 동구 대동 353-10,어린이보호,2,,,,,042-251-4175,36.3252,127.447,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:44
3640000,202636400000800609,대전광역시 동구청,대전광역시 동구 대전로867번길 52,대전광역시 동구 삼성동 125-6,어린이보호,2,,,,,042-251-4175,36.3353,127.427,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:44
3640000,202636400000800611,대전광역시 동구청,대전광역시 동구 대동초등1길 13,대전광역시 동구 대동 198-21,어린이보호,2,,,,,042-251-4175,36.3243,127.446,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:44
3640000,202636400000800612,대전광역시 동구청,대전광역시 동구 인동 148-5,대전광역시 동구 인동 148-5,어린이보호,2,,,,,042-251-4175,36.3228,127.441,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:44
3640000,202636400000800613,대전광역시 동구청,대전광역시 동구 신기로 123-27,대전광역시 동구 가오동 481,어린이보호,2,,,,,042-251-4175,36.3110,127.458,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:44
3640000,202636400000800614,대전광역시 동구청,대전광역시 동구 신기로 112,대전광역시 동구 가오동 498,어린이보호,2,,,,,042-251-4175,36.3109,127.457,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:44
3640000,202636400000800615,대전광역시 동구청,대전광역시 동구 백룡로 123,대전광역시 동구 용운동 158-1,어린이보호,2,,,,,042-251-4175,36.3301,127.455,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:44
3640000,202636400000800616,대전광역시 동구청,대전광역시 동구 용운로 208,대전광역시 동구 용운동 300,어린이보호,2,,,,,042-251-4175,36.3258,127.464,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:44
3640000,202636400000800617,대전광역시 동구청,대전광역시 동구 동부로 55-58,대전광역시 동구 판암동 234,어린이보호,2,,,,,042-251-4175,36.3233,127.458,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:44
3640000,202636400000800318,대전광역시 동구청,대전광역시 동구 계족로 184-19,대전광역시 동구 대동 193-1,생활방범,2,,,,,042-251-4175,36.3309,127.443,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800314,대전광역시 동구청,대전광역시 동구 동서대로1572번길 173,대전광역시 동구 성남동 157-6,생활방범,2,,,,,042-251-4175,36.3411,127.434,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800315,대전광역시 동구청,대전광역시 동구 동산초교로10번길 23,대전광역시 동구 홍도동 68-13,생활방범,1,,,,,042-251-4175,36.3459,127.428,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800316,대전광역시 동구청,대전광역시 동구 새둑길 23,대전광역시 동구 신안동 286-11,생활방범,2,,,,,042-251-4175,36.3294,127.439,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800317,대전광역시 동구청,대전광역시 동구 충무로203번길 68-2,대전광역시 동구 인동 14-14,생활방범,2,,,,,042-251-4175,36.3246,127.437,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800319,대전광역시 동구청,대전광역시 동구 현암로10번길 53,대전광역시 동구 삼성동 378-2,생활방범,1,,,,,042-251-4175,36.3442,127.419,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800320,대전광역시 동구청,대전광역시  새울로81번길 36-2,대전광역시 용운동 382-9,생활방범,2,,,,,042-251-4175,36.3248,127.460,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800321,대전광역시 동구청,대전광역시 동구 옥천로 202-7,대전광역시 동구 판암동 352-5,생활방범,2,,,,,042-251-4175,36.3177,127.462,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800322,대전광역시 동구청,대전광역시 동구 동부로 55-58,대전광역시 동구 판암동 233-1,생활방범,2,,,,,042-251-4175,36.3251,127.458,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800811,대전광역시 동구청,대전광역시 동구 대동천좌안5길 45,대전광역시 동구 소제동 299-20,생활방범,3,,,,,042-251-4175,36.3356,127.437,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:46
3640000,202636400000800090,대전광역시 동구청,대전광역시 동구 계족로417번길 49,대전광역시 동구 홍도동 74-1,어린이보호,1,,,,,042-251-4175,36.3489,127.429,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:41
3640000,202636400000800261,대전광역시 동구청,대전광역시 동구 산내로574번길 6,대전광역시 동구 상도동 496-20,생활방범,1,,,,,042-251-4175,36.2294,127.454,2026-05-20,,2026-05-24 22:28:20,2026-05-23 08:28:42
3640000,202636400000800809,대전광역시 동구청,대전광역시 동구 동서대로 1679,대전광역시 동구 용전동 117-22,생활방범,2,,,,,042-251-4175,36.3491,127.436,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:46
3640000,202636400000800810,대전광역시 동구청,대전광역시 동구 동서대로 1690,대전광역시 동구 성남동 494-8,생활방범,1,,,,,042-251-4175,36.3492,127.437,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:46
3640000,202636400000800812,대전광역시 동구청,대전광역시 동구 가오동 558,대전광역시 동구 가오동 558,생활방범,2,,,,,042-251-4175,36.3059,127.458,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:46
3640000,202636400000800818,대전광역시 동구청,대전광역시 동구 백룡로11번길 62,대전광역시 동구 자양동 84-28,생활방범,2,,,,,042-251-4175,36.3384,127.449,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:46
3640000,202636400000800819,대전광역시 동구청,대전광역시 동구 대전로 987-41,대전광역시 동구 삼성동 382-21,생활방범,1,,,,,042-251-4175,36.3446,127.418,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:46
3640000,202636400000800820,대전광역시 동구청,대전광역시 동구 중교로 122,대전광역시 동구 원동 60-12,생활방범,3,,,,,042-251-4175,36.3283,127.432,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:46
3640000,202636400000800821,대전광역시 동구청,대전광역시 동구 중앙로200번길 70,대전광역시 동구 원동 85-1,생활방범,5,,,,,042-251-4175,36.3278,127.433,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:46
3640000,202636400000800822,대전광역시 동구청,대전광역시 동구 대전천동로 518-9,대전광역시 동구 원동 61-3 (고지서:원동 85-1),생활방범,3,,,,,042-251-4175,36.3276,127.432,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:46
3640000,202636400000800823,대전광역시 동구청,대전광역시 동구 대전천동로 518-3,대전광역시 동구 원동 61-12,생활방범,4,,,,,042-251-4175,36.3273,127.431,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:46
3640000,202636400000800815,대전광역시 동구청,대전광역시 동구 신상동 282,대전광역시 동구 신상동 282,생활방범,2,,,,,042-251-4175,36.3540,127.498,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:46
3640000,202636400000800816,대전광역시 동구청,대전광역시 동구 가양동 4-18,대전광역시 동구 가양동 4-18,생활방범,2,,,,,042-251-4175,36.3471,127.458,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:46
3640000,202636400000800817,대전광역시 동구청,대전광역시 동구 자양동 99-9,대전광역시 동구 자양동 99-9,생활방범,2,,,,,042-251-4175,36.3327,127.451,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:46
3640000,202636400000800824,대전광역시 동구청,대전광역시 동구 대전천동로 534,대전광역시 동구 원동 63-4,생활방범,4,,,,,042-251-4175,36.3284,127.430,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:46
3640000,202636400000800831,대전광역시 동구청,대전광역시 동구 산내로 1360,대전광역시 동구 낭월동 208-8,생활방범,1,,,,,042-251-4175,36.2845,127.465,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:46
3640000,202636400000800825,대전광역시 동구청,대전광역시 동구 대전로797번길 53,대전광역시 동구 중동 28-33,생활방범,6,,,,,042-251-4175,36.3295,127.429,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:46
3640000,202636400000800826,대전광역시 동구청,대전광역시 동구 대전천동로 566,대전광역시 동구 중동 31-9,생활방범,3,,,,,042-251-4175,36.3308,127.428,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:46
3640000,202636400000800827,대전광역시 동구청,대전광역시 동구 대전로797번길 18,대전광역시 동구 중동 94-12,생활방범,5,,,,,042-251-4175,36.3304,127.432,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:46
3640000,202636400000800828,대전광역시 동구청,대전광역시 동구 대성동 194-2,대전광역시 동구 대성동 194-2,생활방범,3,,,,,042-251-4175,36.2966,127.459,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:46
3640000,202636400000800829,대전광역시 동구청,대전광역시 동구 대성동 194-2,대전광역시 동구 대성동 194-2,생활방범,3,,,,,042-251-4175,36.2964,127.459,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:46
3640000,202636400000800830,대전광역시 동구청,대전광역시 동구 대성동 395-13,대전광역시 동구 대성동 395-13,생활방범,3,,,,,042-251-4175,36.3011,127.456,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:46
3640000,202636400000800832,대전광역시 동구청,대전광역시 동구 산내로 1360-34,대전광역시 동구 낭월동 207-2,생활방범,1,,,,,042-251-4175,36.2844,127.466,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:46
3640000,202636400000800833,대전광역시 동구청,대전광역시 동구 낭월동 288-151,대전광역시 동구 낭월동 288-151,생활방범,2,,,,,042-251-4175,36.2830,127.467,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:46
3640000,202636400000800834,대전광역시 동구청,대전광역시 동구 산내로 1314-15,대전광역시 동구 낭월동 61-3,생활방범,1,,,,,042-251-4175,36.2812,127.468,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:46
3640000,202636400000800835,대전광역시 동구청,대전광역시 동구 산내로1308번길 3-21,대전광역시 동구 낭월동 63-7,생활방범,2,,,,,042-251-4175,36.2807,127.469,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:46
3640000,202636400000800598,대전광역시 동구청,대전광역시 동구 대전로807번길 47,대전광역시 동구 중동 26-7,생활방범,2,,,,,042-251-4175,36.3307,127.429,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:44
3640000,202636400000800599,대전광역시 동구청,대전광역시 동구 정동 1-113,대전광역시 동구 정동 1-113,생활방범,2,,,,,042-251-4175,36.3282,127.435,2026-05-20,,2026-05-24 22:28:23,2026-05-23 08:28:44
